Index Number;Name;Address;Project Status;Occupancy Year;Operator;Clientele- Families;Clientele - Seniors;Clientele - Other;Design - Accessible 1BR;Design - Accessible 2BR;Design - Accessible 3BR;Design - Accessible 4BR;Design - Accessible Studio;Design - Accessible Room;Design - Adaptable 1BR;Design - Adaptable 2BR;Design - Adaptable 3BR;Design - Adaptable 4BR;Design - Standard 1BR;Design - Standard 2BR;Design - Standard 3BR;Design - Standard 4BR;Design - Standard Studio;Design - Standard Room;URL;Geom
412;W.A. Street Homes;330 Union St;Completed;1986;Affordable Housing Societies;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=412;"{""coordinates"": [-123.09618694, 49.27734832], ""type"": ""Point""}"
416;Mole Hill - Phase I;1120 Comox St;Completed;2001;Mole Hill Community Housing Society;1;0;5;0;0;0;0;0;0;0;0;0;0;4;0;1;0;1;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=416;"{""coordinates"": [-123.12990117, 49.28194798], ""type"": ""Point""}"
423;Mole Hill - Phase I;1139 Pendrell St;Completed;2002;Mole Hill Community Housing Society;1;0;5;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=423;"{""coordinates"": [-123.13087501, 49.28194677], ""type"": ""Point""}"
431;Mole Hill - Phase II;1169 Pendrell St;Completed;2003;Mole Hill Community Housing Society;0;0;5;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=431;"{""coordinates"": [-123.13146455, 49.28232847], ""type"": ""Point""}"
432;Mole Hill - Phase II;1163 Pendrell St;Completed;2003;Mole Hill Community Housing Society;0;0;5;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=432;"{""coordinates"": [-123.13136625, 49.28226482], ""type"": ""Point""}"
438;Mole Hill - Phase II;1107 Thurlow St;Completed;2003;Mole Hill Community Housing Society;4;0;2;0;0;0;0;0;0;0;0;0;0;2;3;1;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=438;"{""coordinates"": [-123.1299919, 49.28143782], ""type"": ""Point""}"
442;Four Sisters Co-op;133 Powell St;Completed;1988;Four Sisters Co-op Housing Association;43;0;57;0;0;0;0;0;0;0;0;0;0;39;28;15;0;18;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=442;"{""coordinates"": [-123.10094244, 49.28342665], ""type"": ""Point""}"
443;Sunset Towers;1650 Haro St;Completed;1975;BC Housing;0;226;0;0;0;0;0;0;0;0;0;0;0;40;1;0;0;185;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=443;"{""coordinates"": [-123.13484649, 49.28866855], ""type"": ""Point""}"
461;Twin Rainbows Co-op;1465 Lamey's Mill Rd;Completed;1981;Twin Rainbows Co-op Housing Association;25;0;18;0;2;0;0;0;0;0;0;0;0;18;13;10;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=461;"{""coordinates"": [-123.13673059, 49.26848936], ""type"": ""Point""}"
464;Mau Dan Gardens Co-op;400 E Pender St;Completed;1982;Mau Dan Gardens Co-op Housing Association;34;0;0;0;0;0;0;0;0;0;0;0;0;0;7;23;4;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=464;"{""coordinates"": [-123.09467412, 49.27999087], ""type"": ""Point""}"
472;Chilean Co-op;3390 School Ave;Completed;1984;Chilean Co-op Housing Association;33;0;4;4;2;0;0;0;0;0;0;0;0;0;4;19;8;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=472;"{""coordinates"": [-123.03304017, 49.23080241], ""type"": ""Point""}"
476;Tamura House;396 Powell St;Completed;2008;Lookout Housing and Health Society;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=476;"{""coordinates"": [-123.0956261, 49.28285515], ""type"": ""Point""}"
494;Chelsea Manor;3640 Victoria Dr;Completed;2004;New Chelsea Society;0;37;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;28;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=494;"{""coordinates"": [-123.0650132, 49.25314806], ""type"": ""Point""}"
525;Woodwards - One Twenty West;120 W Cordova St;Completed;2010;Affordable Housing Societies;75;0;0;0;0;0;0;0;0;0;0;0;0;0;55;20;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=525;"{""coordinates"": [-123.10776216, 49.28274231], ""type"": ""Point""}"
534;Marin Vista;2101 Southside Dr;Completed;1985;Affordable Housing Societies;28;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=534;"{""coordinates"": [-123.06383102, 49.20857785], ""type"": ""Point""}"
542;Skeena Terrace - East;2203 Skenna St;Completed;1962;BC Housing;94;0;0;0;0;0;0;0;0;0;0;0;0;0;40;50;4;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=542;"{""coordinates"": [-123.02907422, 49.26414271], ""type"": ""Point""}"
593;Dunbar Apartments;3595 W 17th Av;Completed;2011;Coast Mental Health;0;0;51;0;0;0;0;4;0;0;0;0;0;0;0;0;0;47;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=593;"{""coordinates"": [-123.18469709, 49.25758303], ""type"": ""Point""}"
596;Marguerite Ford Apartments;215 W 2nd Av;Completed;2013;Sanford Housing Society;0;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=596;"{""coordinates"": [-123.11062365, 49.26909722], ""type"": ""Point""}"
602;Savoy Hotel;258 E Hastings St;Completed;2009;MPA Society;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=602;"{""coordinates"": [-123.09821929, 49.2809366], ""type"": ""Point""}"
631;Under 1 Roof Project;2019 Dundas St;Completed;2011;Lu'Ma Native Housing Society;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=631;"{""coordinates"": [-123.06282257, 49.28507629], ""type"": ""Point""}"
662;Pacific Coast Apartments;337 W Pender St;Completed;2011;Coast Mental Health;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=662;"{""coordinates"": [-123.11130569, 49.28269827], ""type"": ""Point""}"
663;The Londonderry;5550 Yew St;Completed;2008;Brightside Community Homes Foundation;0;0;22;0;0;0;0;0;0;0;0;0;0;21;1;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=663;"{""coordinates"": [-123.15812808, 49.23601141], ""type"": ""Point""}"
666;St Helen's Hotel;1161 Granville St;Completed;2007;Coast Mental Health;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=666;"{""coordinates"": [-123.12594954, 49.27771178], ""type"": ""Point""}"
680;Kindred Place;1321 Richards St;Completed;2009;More Than a Roof Housing Society;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=680;"{""coordinates"": [-123.12663394, 49.27468456], ""type"": ""Point""}"
682;Alexander Street Community;111 Princess Av;Completed;2014;PHS Community Services Society;0;0;139;3;0;0;0;9;0;0;0;0;0;0;0;0;0;127;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=682;"{""coordinates"": [-123.09179574, 49.28368398], ""type"": ""Point""}"
687;Grace Mansion;596 E Hastings St;Completed;2007;Salvation Army;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=687;"{""coordinates"": [-123.09190356, 49.28088944], ""type"": ""Point""}"
688;Orwell Hotel;456 E Hastings St;Completed;2009;BC Indigenous Housing Society;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=688;"{""coordinates"": [-123.09416143, 49.28093028], ""type"": ""Point""}"
689;Kwayatsut;2465 Fraser St;Completed;2014;BC Indigenous Housing Society;0;0;99;0;0;0;0;0;0;0;0;0;0;0;4;0;0;95;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=689;"{""coordinates"": [-123.08970693, 49.26277669], ""type"": ""Point""}"
691;Budzey Building;220 Princess Av;Completed;2015;Raincity Housing and Support Society;24;0;123;0;3;0;0;9;0;0;0;0;0;14;10;11;0;100;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=691;"{""coordinates"": [-123.09089702, 49.2827536], ""type"": ""Point""}"
695;566 Powell Street;566 Powell St;Completed;2009;Atira Property Management Inc.;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=695;"{""coordinates"": [-123.09191702, 49.28279086], ""type"": ""Point""}"
697;Dominion Hotel;210 Abbott St;Completed;2009;Atira Property Management Inc.;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=697;"{""coordinates"": [-123.10628594, 49.28355627], ""type"": ""Point""}"
698;Hazelwood Hotel;344 E Hastings St;Completed;2009;MPA Society;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=698;"{""coordinates"": [-123.09637148, 49.28097337], ""type"": ""Point""}"
715;The View;250 Powell St;Completed;2015;The Bloom Group;0;0;96;0;0;0;0;0;0;0;0;0;0;14;0;0;0;82;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=715;"{""coordinates"": [-123.09858031, 49.28271871], ""type"": ""Point""}"
720;The Dodson;25 E Hastings St;Completed;2013;Anhart Community Housing Society;0;0;70;;;;;;;;;;;;;;;;70;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=720;"{""coordinates"": [-123.10361324, 49.28170077], ""type"": ""Point""}"
724;Skeena House;3475 E Hastings St;Completed;2014;Community Builders Group;0;0;57;;;;;;0;;;;;;;;;;57;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=724;"{""coordinates"": [-123.02933128, 49.28142124], ""type"": ""Point""}"
732;The Yale;1300 Granville St;Completed;2014;Community Builders Group;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=732;"{""coordinates"": [-123.12766812, 49.2757853], ""type"": ""Point""}"
735;John Paul II Centre;4899 Heather St;Completed;2015;Providence Health Care Society;0;9;0;0;0;0;0;0;0;0;0;0;0;2;7;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=735;"{""coordinates"": [-123.1220863, 49.24202705], ""type"": ""Point""}"
764;Alexander;626 Alexander;Completed;2015;Community Builders Group;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=764;"{""coordinates"": [-123.09066952, 49.28366473], ""type"": ""Point""}"
766;Immigrant Services Society;2610 Victoria;Completed;2016;Immigrant Services Society of BC (ISSofBC);0;0;28;0;0;0;0;0;0;0;0;0;0;0;6;22;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=766;"{""coordinates"": [-123.06540833, 49.26105906], ""type"": ""Point""}"
771;YWCA Cause we Care House;730 E Hastings St;Completed;2017;YWCA Vancouver;21;0;0;0;0;0;0;0;0;0;0;0;0;0;10;11;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=771;"{""coordinates"": [-123.0888949, 49.28082218], ""type"": ""Point""}"
772;Seymour Residence;1105 Seymour St;Completed;2017;City of Vancouver;19;0;62;4;0;0;0;0;0;0;0;0;0;40;19;0;0;18;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=772;"{""coordinates"": [-123.12412411, 49.27759099], ""type"": ""Point""}"
773;Sawmill;3338 Sawmill Crescent;Completed;2025;M'akola Housing Society;123;0;214;;;;;;;;;;;86;54;69;;128;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=773;"{""coordinates"": [-123.03388168, 49.20633158], ""type"": ""Point""}"
776;CentralPC Housing Society;1106 Pendrell St;Completed;2018;CentralPC Housing Society;0;0;45;0;0;;;2;;0;0;;;14;3;;;26;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=776;"{""coordinates"": [-123.13071805, 49.28108568], ""type"": ""Point""}"
781;Fraserview Housing Co-op;2922 E Kent Ave S;Completed;2019;Community Land Trust Foundation of BC;90;0;0;;;;;;;;;;;;35;55;;;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=781;"{""coordinates"": [-123.04688164, 49.20585236], ""type"": ""Point""}"
783;Pacific Spirit Terrace;3090 E 54th Ave;Completed;2019;YWCA Vancouver;31;0;0;;;;;;;;;;;;28;3;;;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=783;"{""coordinates"": [-123.04175081, 49.21988385], ""type"": ""Point""}"
784;Arbutus Centre;4105 Artbutus St;Completed;2021;YWCA Vancouver;38;50;37;15;;;;;;;;;;53;28;10;;19;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=784;"{""coordinates"": [-123.15398114, 49.24854039], ""type"": ""Point""}"
785;Heather Place Building B;706 W 13th Ave;Under Construction;;Metro Vancouver Housing Corporation;68;0;19;;;;;;;;;;;23;32;13;;19;;;
787;1315 Davie St;1171 Jervis St;Completed;2018;BC Indigenous Housing Society;13;0;14;;;;;;;;;;;5;13;;;9;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=787;"{""coordinates"": [-123.13510209, 49.2831831], ""type"": ""Point""}"
790;420 Hawks Ave;420 Hawks Ave;Approved;;;14;0;7;;;;;;;;;;;;14;;;7;;;"{""coordinates"": [-123.08693581, 49.28070574], ""type"": ""Point""}"
794;Aoki-Ross House;313 Alexander St;Completed;2019;Atira Women’s Resource Society;0;0;24;;;;;;;;;;;0;0;0;0;0;24;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=794;"{""coordinates"": [-123.09734372, 49.28422588], ""type"": ""Point""}"
795;Little Mountain;5155 Main St;Completed;2025;More Than A Roof Housing Society;62;0;0;;;;;;;;;;;0;42;20;;;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=795;"{""coordinates"": [-123.1020273, 49.23848276], ""type"": ""Point""}"
797;Vivian Apartments;6465 Vivian St;Completed;2020;Fair Haven Homes Society;25;114;0;6;;;;114;;;;;;19;;;;114;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=797;"{""coordinates"": [-123.05069803, 49.2253565], ""type"": ""Point""}"
799;1395 Davie St;1395 Davie St;Completed;2021;BC Indigenous Housing Society;34;0;34;1;1;1;;;;;;;;6;26;6;;27;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=799;"{""coordinates"": [-123.13567833, 49.28367795], ""type"": ""Point""}"
801;808 Nicola;808 Nicola St;Completed;2024;City of Vancouver;42;0;41;2;3;;;;;;;;;20;20;16;;17;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=801;"{""coordinates"": [-123.13082054, 49.28809834], ""type"": ""Point""}"
803;Reiderman Residence;7430 & 7460 Heather St;Completed;2018;Community Builders Group;0;0;78;;;;;14;;;;;;;;;;64;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=803;"{""coordinates"": [-123.12130369, 49.21814688], ""type"": ""Point""}"
808;Kinship Housing Co-operative;3245 Pierview Crescent;Completed;2021;Kinship Housing Co-operative;31;0;20;;;;;;;;;;;13;19;12;;7;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=808;"{""coordinates"": [-123.03866101, 49.20724891], ""type"": ""Point""}"
809;Kinship Housing Co-operative;3183 Pierview Crescent;Completed;2020;Kinship Housing Co-operative;69;0;20;;;;;;;;;;;11;44;25;;9;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=809;"{""coordinates"": [-123.03975498, 49.20767029], ""type"": ""Point""}"
810;Ryerson Church;2200 - 2300 W 45th Ave;Approved;;Fair Haven Homes Society;6;0;26;;;;;;;;;;;13;6;;;13;;;"{""coordinates"": [-123.15944769, 49.23115707], ""type"": ""Point""}"
813;Hampton Hotel;124 Powell St;Completed;;MPA Society;0;0;20;;;;;;;;;;;;;;;46;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=813;"{""coordinates"": [-123.10139469, 49.28296884], ""type"": ""Point""}"
829;Dogwood Gardens;603 W 59th Ave;Completed;2022;S.U.C.C.E.S.S.;69;0;69;5;3;;;;;;;;;30;38;28;;34;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=829;"{""coordinates"": [-123.11763069, 49.21748457], ""type"": ""Point""}"
830;Belcourt Residence;947 E Hastings St;Completed;2018;Lookout Housing and Health Society;17;0;53;;;;;;;;;;;30;17;;;24;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=830;"{""coordinates"": [-123.08403266, 49.28133997], ""type"": ""Point""}"
832;1636 Clark and 1321 - 1395 E 1st Ave;1636 Clark Dr;Under Construction;;S.U.C.C.E.S.S.;39;0;58;;4;4;;3;;;;;;45;34;5;;13;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=832;"{""coordinates"": [-123.07634909, 49.26993257], ""type"": ""Point""}"
833;1040-1080 Barclay;1040-1080 Barclay St;Approved;;;47;0;42;;;;;;;;;;;24;29;18;;18;;;"{""coordinates"": [-123.1268872, 49.28278154], ""type"": ""Point""}"
844;Sarah Ross House;4480 Kaslo St;Completed;2018;Atira Property Management Inc.;0;0;52;;;;;6;;;;;;;;;;46;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=844;"{""coordinates"": [-123.04676468, 49.24496553], ""type"": ""Point""}"
846;New Beginnings;5077 and 5095 Heather St;Completed;2019;Lu'Ma Native Housing Society;0;0;98;;;;;12;;;;;;;;;;86;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=846;"{""coordinates"": [-123.12185811, 49.24025538], ""type"": ""Point""}"
855;1406-1410 E King Edward Ave;1406-1410 E King Edward Ave;Approved;;BC Indigenous Housing Society;0;0;109;;;;;;;98;;;;;;;;109;;;"{""coordinates"": [-123.07577498, 49.24827208], ""type"": ""Point""}"
861;Nora Hendrix Place;258 Union St;Completed;2019;Atira Property Management Inc.;0;0;52;;;;;6;;;;;;;;;;46;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=861;"{""coordinates"": [-123.09935941, 49.27751701], ""type"": ""Point""}"
863;Women & Families Centre (The Sanctuary);616 E Cordova St;Completed;2022;Union Gospel Mission;24;0;39;9;3;;;4;;;;;;9;12;9;;26;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=863;"{""coordinates"": [-123.09098604, 49.2818717], ""type"": ""Point""}"
864;Plaza of Nations - Phase 1 (Block A);750 - 772 Pacific Blvd;Approved;;;90;0;90;;;;;;;;;;;19;67;23;;71;;;"{""coordinates"": [-123.10926942, 49.27433899], ""type"": ""Point""}"
870;Magnolo Manor;2675 Alder St;Completed;2006;Brightside Community Homes Foundation;0;17;0;0;0;0;0;0;0;0;0;0;0;15;2;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=870;"{""coordinates"": [-123.13167191, 49.2618478], ""type"": ""Point""}"
874;Arbutus Court;2085 W 5th Ave;Completed;2005;Brightside Community Homes Foundation;0;21;0;;;;;;;;;;;21;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=874;"{""coordinates"": [-123.15231287, 49.26752135], ""type"": ""Point""}"
877;The American Hotel;928 Main Street;Completed;2020;BC Housing;0;0;38;;;;;;;;;;;;;;;38;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=877;"{""coordinates"": [-123.09947676, 49.27628169], ""type"": ""Point""}"
880;Heather Place Building A;733 W 14th Ave;Completed;2020;Metro Vancouver Housing Corporation;36;0;31;;;;;;;;;;;21;23;13;;10;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=880;"{""coordinates"": [-123.12117113, 49.25887258], ""type"": ""Point""}"
886;Ashley Mar Co-op;8460 Ash St & 8495 Cambie St;Under Construction;;;75;0;50;;;;;;;;;;;44;45;28;2;6;0;;"{""coordinates"": [-123.11850904, 49.20851404], ""type"": ""Point""}"
888;150 E 36th Ave (Little Mountain);150 E 36th Ave;Under Construction;;;36;0;12;1;1;1;;;;;;;;7;15;11;;12;;;
893;480 Broughton St;480 Broughton St;Under Construction;;;35;0;25;1;1;;;1;;;;;;18;24;11;0;7;0;;"{""coordinates"": [-123.12518254, 49.29006102], ""type"": ""Point""}"
895;The Hawthorne;8725 French St;Completed;2024;Brightside Community Homes Foundation;24;76;0;;;;;;;;;;;47;14;10;0;29;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=895;"{""coordinates"": [-123.13964152, 49.20669703], ""type"": ""Point""}"
897;Timbre & Harmony;1425 & 1451 E 12th Ave;Completed;2024;Brightside Community Homes Foundation;0;157;0;23;;;;;;;;;;35;0;0;;99;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=897;"{""coordinates"": [-123.07489881, 49.25989171], ""type"": ""Point""}"
902;Álewem;1580 Vernon Drive;Completed;2021;Community Builders Group;0;0;98;;;;;12;;;;;;;;;;86;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=902;"{""coordinates"": [-123.07812141, 49.27036968], ""type"": ""Point""}"
907;The Lark;103 E Hastings St;Completed;2021;PHS Community Services Society;0;0;8;;;;;;;;;;;;;;;;8;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=907;"{""coordinates"": [-123.10184433, 49.28168053], ""type"": ""Point""}"
909;Burns Block;18 W Hastings St;Completed;2021;Atira Women’s Resource Society;0;0;30;;;;;;;;;;;;;;;30;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=909;"{""coordinates"": [-123.10520873, 49.28140831], ""type"": ""Point""}"
910;1012 Main;1012 Main St;Completed;2021;BC Housing;0;0;31;;;;;;;;;;;;;;;;31;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=910;"{""coordinates"": [-123.09952168, 49.27545949], ""type"": ""Point""}"
911;Burnham Place;205 Kingsway;Completed;2021;Coast Mental Health;0;0;68;;;;;;;;;;;;;;;;68;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=911;"{""coordinates"": [-123.09796745, 49.26178772], ""type"": ""Point""}"
914;The Patricia;403 E Hastings St;Completed;2021;Atira Property Management Inc.;0;0;145;;;;;;;;;;;;;;;;145;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=914;"{""coordinates"": [-123.09499268, 49.28154319], ""type"": ""Point""}"
915;Keefer Lodge;558 Keefer St;Completed;2020;Lookout Housing and Health Society;0;0;15;;;;;;;;;;;;;;;;15;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=915;"{""coordinates"": [-123.09220455, 49.2790753], ""type"": ""Point""}"
927;Samuel Tower + The Cohen Block;8-36 West Cordova St;Proposed;;BC Indigenous Housing Society;0;0;0;;;;;;;;;;;22;11;;;75;;;"{""coordinates"": [-123.1053223, 49.28236754], ""type"": ""Point""}"
930;;2518-2540 Grandview Hwy S;Approved;;Community Builders Group;0;0;64;;;;;4;;;;;;;;;;64;;;"{""coordinates"": [-123.05428665, 49.25722967], ""type"": ""Point""}"
931;;1925 SE Marine Dr;Under Construction;;Kettle Society;0;0;72;;;;;;;;;;;;;;;72;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=931;
932;Chelsea Marine (Building 1);95 SW Marine Dr;Completed;2022;New Chelsea Society;25;0;23;2;;;;;;;;;;23;15;10;;;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=932;"{""coordinates"": [-123.10844101, 49.21273011], ""type"": ""Point""}"
943;Alma Blackwell;1656 Adanac St;Under Construction;;Entre Nous Femmes Housing Society;49;0;48;10;;;;;;;;;;42;33;14;2;6;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=943;"{""coordinates"": [-123.0715201, 49.27732861], ""type"": ""Point""}"
949;;528 Powell St;Under Construction;;Lookout Housing and Health Society;19;0;95;;;;;;;;;;;21;9;10;;74;;;"{""coordinates"": [-123.09249245, 49.2828015], ""type"": ""Point""}"
954;Tawow;303 Columbia St;Completed;;Atira Property Management Inc.;0;0;78;;;;;;;;;;;;;;;;78;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=954;"{""coordinates"": [-123.1025442, 49.28207009], ""type"": ""Point""}"
955;Creekside Students Residences;796 Main St;Completed;;Hogan's Alley Society;0;0;27;;;;;;;;;;;;;;;;27;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=955;"{""coordinates"": [-123.09933634, 49.27790004], ""type"": ""Point""}"
956;Abbott Mansion;84 W Hastings St;Completed;1999;Central City Foundation;0;0;70;;;;;;;;;;;;;;;;70;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=956;"{""coordinates"": [-123.10713559, 49.2816849], ""type"": ""Point""}"
968;Cosmopolitan Hotel;29 W Hastings St;Completed;2003;Central City Foundation;0;0;42;;;;;;;;;;;;;;;;42;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=968;"{""coordinates"": [-123.10560541, 49.28199128], ""type"": ""Point""}"
969;;8427-8482 Cambie St;Proposed;;;28;0;27;;;;;;4;;;;;18;22;6;;9;;;"{""coordinates"": [-123.11770046, 49.20908476], ""type"": ""Point""}"
