Index Number;Name;Address;Project Status;Occupancy Year;Operator;Clientele- Families;Clientele - Seniors;Clientele - Other;Design - Accessible 1BR;Design - Accessible 2BR;Design - Accessible 3BR;Design - Accessible 4BR;Design - Accessible Studio;Design - Accessible Room;Design - Adaptable 1BR;Design - Adaptable 2BR;Design - Adaptable 3BR;Design - Adaptable 4BR;Design - Standard 1BR;Design - Standard 2BR;Design - Standard 3BR;Design - Standard 4BR;Design - Standard Studio;Design - Standard Room;URL;Geom
891;546 W 13th Ave;546 W 13th Ave;Under Construction;;Soroptimist Club of Vancouver;47;0;88;;;;;;;;;;;37;34;13;0;51;0;;
894;2929 Commercial Dr;2929 Commercial Dr;Approved;;;6;0;21;3;;;;;;;;;;21;6;0;0;0;0;;"{""coordinates"": [-123.07023083, 49.25839773], ""type"": ""Point""}"
896;1317 Richard St & 508 Drake St;1317 Richard St & 508 Drake St;Under Construction;;;20;0;173;;;;;;;;;;;84;10;10;0;89;0;;"{""coordinates"": [-123.12635099, 49.27484364], ""type"": ""Point""}"
898;Sunrise Village: East & West;2924 Venables St;Under Construction;;Brightside Community Homes Foundation;22;124;0;;;;;;;;;;;85;12;10;;39;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=898;
901;Little Mountain - Building EA;4902 James St;Under Construction;;BC Housing;69;0;1;;;;;;;;;;;1;30;29;10;;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=901;
912;Granville Villa;1025 Granville St;Completed;2021;Community Builders Group;0;0;77;;;;;;;;;;;;;;;;77;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=912;"{""coordinates"": [-123.12384062, 49.27910653], ""type"": ""Point""}"
913;Cow-aa;435 W Pender St;Completed;2021;Lu'Ma Native Housing Society;0;0;80;;;;;;;;;;;;;;;;80;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=913;"{""coordinates"": [-123.11226379, 49.28332247], ""type"": ""Point""}"
920;;1210 Seymour St;Under Construction;;;22;0;90;6;;;;;;;;;;12;12;10;;78;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=920;"{""coordinates"": [-123.125212, 49.27614383], ""type"": ""Point""}"
935;Oakridge Transit Centre (OTC);949 W 41st Ave and 5469-5507 Willow St;Approved;;;165;0;165;;;;;;;;;;;99;99;66;;66;;;"{""coordinates"": [-123.12472797, 49.23414343], ""type"": ""Point""}"
937;;1810 Alberni St / 1818 Alberni;Under Construction;;;10;0;14;2;1;;;;;;;;;10;5;5;;4;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=937;
942;;1325-1333 E Georgia St;Approved;;Lu'Ma Native Housing Society;0;0;29;;;;;6;;;;;;;;;;29;;;"{""coordinates"": [-123.07653322, 49.27882739], ""type"": ""Point""}"
945;Heather Place BUILDING C;774 W 13th Ave;Approved;;Metro Vancouver Housing Corporation;99;0;99;23;;;;;;;;;;48;79;20;;51;;;
947;;52-92 E Hastings St;Under Construction;;Lu'Ma Native Housing Society;28;0;84;;;;;;;;;;;21;25;3;;63;;;"{""coordinates"": [-123.10272097, 49.28108972], ""type"": ""Point""}"
950;;128 - 138 E Cordova St;Under Construction;;Salvation Army;0;0;46;;;;;;;;;;;;;;;46;;;"{""coordinates"": [-123.10109474, 49.28205621], ""type"": ""Point""}"
952;Sch'eyk;3505 Kingsway;Completed;2022;Sch'eyk Housing Society;0;0;24;;;;;;;;;;;;;;;;24;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=952;"{""coordinates"": [-123.02904189, 49.23235486], ""type"": ""Point""}"
953;Kingsway Supportive Housing;2075 Kingsway;Completed;2023;Connective Supportive Society;0;0;65;;;;;;;;;;;;;;;65;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=953;"{""coordinates"": [-123.06367433, 49.2450181], ""type"": ""Point""}"
971;;1111 Broughton St;Proposed;;;52;136;84;;;;;4;;;;;;84;44;8;;;;;"{""coordinates"": [-123.13509264, 49.28476615], ""type"": ""Point""}"
984;388 Slocan;388 Slocan;Completed;2024;YWCA Vancouver;26;0;44;;;;;;;;;;;35;23;3;;9;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=984;"{""coordinates"": [-123.04884634, 49.28142299], ""type"": ""Point""}"
988;Sawmill Co-op;8559 Jack Uppal St;Completed;2025;Sawmill Co-op;23;0;94;;;;;;;;;;;38;3;20;;56;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=988;"{""coordinates"": [-123.03388168, 49.20633158], ""type"": ""Point""}"
991;Sereena's Place;143 Dunlevy Ave;Completed;2006;Atira Women’s Resource Society;0;0;56;;;;;;;;;;;;;;;;56;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=991;"{""coordinates"": [-123.0955126, 49.28336116], ""type"": ""Point""}"
996;Patrick Anthony Residence;561 E Hastings St;Completed;2016;Atira Property Management Inc.;0;0;54;;;;;;;;;;;;;;;;54;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=996;"{""coordinates"": [-123.09199723, 49.28148942], ""type"": ""Point""}"
997;Star Beach Haven;658 Alexander St;Completed;2023;Circle of Eagles Lodge Society;0;0;17;;;;;;;;;;;;;;;;17;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=997;
12;Habitat Villa;3859 W 2nd Ave;Completed;1980;Metro Vancouver Housing Corporation;37;0;0;0;0;4;0;0;0;0;0;0;0;0;4;29;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=12;"{""coordinates"": [-123.19038711, 49.27045566], ""type"": ""Point""}"
13;Grandview Tower #1;1455 E 3rd Ave;Completed;1973;Baptist Housing Society of B.C.;0;145;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;144;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=13;"{""coordinates"": [-123.07464212, 49.26829628], ""type"": ""Point""}"
17;Antkiw Court;1534 E 4th Ave;Completed;1988;Entre Nous Femmes Housing Society;21;0;0;0;0;0;0;0;0;0;0;0;0;0;13;6;2;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=17;"{""coordinates"": [-123.07288057, 49.266645], ""type"": ""Point""}"
24;Bauer Villa;1800 E 5th Ave;Completed;1976;BC Housing;0;0;25;0;0;0;0;2;0;0;0;0;0;0;0;0;0;23;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=24;"{""coordinates"": [-123.06799095, 49.26555761], ""type"": ""Point""}"
27;First Lutheran Court;5709 Wales St;Completed;1994;Brightside Community Homes Foundation;17;1;1;1;0;0;0;0;0;0;0;0;0;1;10;4;3;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=27;"{""coordinates"": [-123.05213397, 49.23246527], ""type"": ""Point""}"
28;Juniper Co-op;2017 W 5th Ave;Completed;1984;Juniper Co-op Housing Association;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=28;"{""coordinates"": [-123.15092794, 49.26749853], ""type"": ""Point""}"
30;Mount Pleasant Lions Manor;325 E 6th Ave;Completed;1969;Brightside Community Homes Foundation;0;36;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;34;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=30;"{""coordinates"": [-123.09776676, 49.26570816], ""type"": ""Point""}"
31;Chelsea Tower - Project 7;330 E 6th Ave;Completed;1975;New Chelsea Society;0;46;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;40;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=31;"{""coordinates"": [-123.09804729, 49.26518737], ""type"": ""Point""}"
37;Stan Stronge Noble House;730 W 6th Ave;Completed;1992;Stan Stronge Noble House Co-op Housing Association;10;6;5;5;2;0;0;0;0;0;0;0;0;6;6;2;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=37;"{""coordinates"": [-123.12056203, 49.26564344], ""type"": ""Point""}"
41;Jasmine Place Co-op;775 E 7th Ave;Completed;1984;Jasmine Place Co-op Housing Association;20;0;7;1;1;0;0;0;0;0;0;0;0;6;10;9;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=41;"{""coordinates"": [-123.08761087, 49.2645604], ""type"": ""Point""}"
43;Chinese United Church Lodge;430 Dunlevy Ave;Completed;1993;Chinese United Church;0;29;0;0;0;0;0;0;0;0;0;0;0;17;12;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=43;"{""coordinates"": [-123.09501291, 49.28055897], ""type"": ""Point""}"
44;China Creek Apartments;1216 E 7th Ave;Completed;1981;Coast Mental Health;0;0;30;0;0;0;0;1;0;0;0;0;0;6;0;0;0;23;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=44;"{""coordinates"": [-123.07890671, 49.26397621], ""type"": ""Point""}"
52;Vancouver Native (8th Ave);1330 E 8th Ave;Completed;1985;BC Indigenous Housing Society;28;0;8;1;1;0;0;0;0;0;0;0;0;7;23;4;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=52;"{""coordinates"": [-123.07666847, 49.263058], ""type"": ""Point""}"
55;Maple Creek Co-op;2053 W 8th Ave;Completed;1986;Maple Creek Co-op Housing Association;24;0;16;2;0;0;0;0;0;0;0;0;0;14;16;8;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=55;"{""coordinates"": [-123.15173449, 49.26495895], ""type"": ""Point""}"
57;Anavets;951 E 8th Ave;Completed;1978;Anavets Senior Citizens Housing Society;0;60;0;1;0;0;0;2;0;0;0;0;0;5;0;0;0;52;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=57;"{""coordinates"": [-123.08405019, 49.26362938], ""type"": ""Point""}"
62;Whiting Court;1842 E 10th Ave;Completed;1989;Affordable Housing Societies;0;45;2;2;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=62;"{""coordinates"": [-123.06693953, 49.26108247], ""type"": ""Point""}"
65;Victoria Gardens Co-op;1823 E 11th Ave;Completed;1990;Victoria Gardens Co-op Housing Assoc;24;0;6;0;0;1;0;0;0;0;0;0;0;6;14;9;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=65;"{""coordinates"": [-123.06745152, 49.26070528], ""type"": ""Point""}"
68;Lakewood Terrace Co-op;2075 E 12th Ave;Completed;1983;Lakewood Terrace Co-op Housing Assoc;36;0;16;4;0;0;0;0;0;0;0;0;0;12;18;18;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=68;"{""coordinates"": [-123.06277581, 49.25992897], ""type"": ""Point""}"
72;Yew Street Co-op;2204 W 13th Ave;Completed;1982;Yew Street Co-op Housing Association;6;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=72;"{""coordinates"": [-123.16658529, 49.26018775], ""type"": ""Point""}"
77;Le Normand;859 W 16th Ave;Completed;1988;Societe d'Habitation La Verendrye;19;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=77;"{""coordinates"": [-123.12320747, 49.25730073], ""type"": ""Point""}"
80;Three Links Manor;2898 E 22nd Ave;Completed;1982;Three Links Care Society;0;39;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;34;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=80;"{""coordinates"": [-123.04445764, 49.25031447], ""type"": ""Point""}"
83;Little Mountain Court;250 E 36th Ave;Completed;1988;Little Mountain Care & Housing Association;0;96;0;1;4;0;0;0;0;0;0;0;0;81;10;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=83;"{""coordinates"": [-123.10086016, 49.23766925], ""type"": ""Point""}"
85;Crossroads Co-op;404 E 43rd Ave;Completed;1986;Crossroads Co-op Housing Association;20;0;6;0;0;0;0;0;0;0;0;0;0;6;12;6;2;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=85;"{""coordinates"": [-123.09676819, 49.23083693], ""type"": ""Point""}"
92;Rishon Co-op;1516 W 71st Ave;Completed;1988;Rishon Co-op Housing Association;12;0;8;1;1;0;0;0;0;0;0;0;0;7;7;4;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=92;"{""coordinates"": [-123.14150123, 49.20682197], ""type"": ""Point""}"
93;Marine Court Co-op;1599 W 71st Ave;Completed;1984;Marine Court Co-op Housing Association;46;0;8;2;0;0;0;0;0;0;0;0;0;6;34;12;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=93;"{""coordinates"": [-123.14347965, 49.20760295], ""type"": ""Point""}"
96;Adanac Tower;1717 Adanac St;Completed;1979;Vancouver East Lion's Housing Foundation;0;118;0;2;0;0;0;4;0;0;0;0;0;20;0;0;0;92;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=96;"{""coordinates"": [-123.07006467, 49.27782127], ""type"": ""Point""}"
97;Tivoli Gardens;3501 Naples Way;Completed;1982;Metro Vancouver Housing Corporation;151;0;0;0;12;0;0;0;0;0;0;0;0;0;46;93;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=97;"{""coordinates"": [-123.02876322, 49.20853311], ""type"": ""Point""}"
100;Veterans Memorial Manor;310 Alexander St;Completed;1986;Veterans' Memorial Housing Society;0;0;133;0;0;0;0;12;7;0;0;0;0;0;0;0;0;75;39;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=100;"{""coordinates"": [-123.0973628, 49.28378914], ""type"": ""Point""}"
102;Alexander Street Co-op;638 Alexander St;Completed;1985;Alexander Street Co-operative Housing Association;5;0;51;5;0;0;0;5;0;0;0;0;0;8;5;0;0;33;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=102;"{""coordinates"": [-123.09046001, 49.28366031], ""type"": ""Point""}"
109;St. Mary's Mews;5311 Balsam St;Completed;1988;St. Mary's Kerrisdale Housing Society;0;18;0;1;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=109;"{""coordinates"": [-123.16154324, 49.23810614], ""type"": ""Point""}"
113;Pacific Park Place Co-op;3401 E 43rd Ave;Completed;1986;Pacific Park Place Co-op Housing Association;31;0;9;0;2;0;0;0;0;0;0;0;0;9;8;21;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=113;"{""coordinates"": [-123.03003447, 49.23126023], ""type"": ""Point""}"
118;Broadway Manor;2633 E Broadway;Completed;1975;Broadway Pentecostal Benevolent Association;0;80;0;0;0;0;0;5;0;0;0;0;0;6;0;0;0;69;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=118;"{""coordinates"": [-123.05120171, 49.2623094], ""type"": ""Point""}"
119;Kitsilano Terrace Co-op;2616 W Broadway;Completed;1984;Kitsilano Terrace Co-op Housing Association;12;0;15;1;1;0;0;0;0;0;0;0;0;14;8;3;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=119;"{""coordinates"": [-123.16523828, 49.26376668], ""type"": ""Point""}"
121;Kiwanis Fairview Manor;633 Bucketwheel;Completed;1977;Uptown Kiwanis Club;0;61;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;40;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=121;"{""coordinates"": [-123.11823439, 49.26800345], ""type"": ""Point""}"
122;Clarke Manor;650 Bucketwheel;Completed;1977;Vancouver Broadway Housing Society;0;46;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;22;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=122;"{""coordinates"": [-123.11818965, 49.26769092], ""type"": ""Point""}"
127;Eight Oaks Co-op;3637 Cambie St;Completed;1982;Eight Oaks Co-op Housing Association;31;0;11;2;1;1;0;1;0;0;0;0;0;4;25;4;0;4;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=127;"{""coordinates"": [-123.11584604, 49.25295523], ""type"": ""Point""}"
131;Adanac Village Co-op;950 Cassiar St;Completed;1978;Adanac Village Co-op Housing Association;138;0;22;0;0;0;0;0;0;0;0;0;0;22;56;51;31;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=131;"{""coordinates"": [-123.02811463, 49.2763955], ""type"": ""Point""}"
135;Charles Square Co-op;1555 Charles St;Completed;1987;Charles Square Co-op Housing Association;18;0;18;0;2;0;0;0;0;0;0;0;0;18;8;8;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=135;"{""coordinates"": [-123.07198632, 49.27333302], ""type"": ""Point""}"
137;Lions Manor;740 Commercial Dr;Completed;1958;Vancouver East Lion's Housing Foundation;0;24;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;12;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=137;"{""coordinates"": [-123.07022885, 49.27820526], ""type"": ""Point""}"
138;Connaught Co-op;527 Commodore Rd;Completed;1984;Connaught Co-op Housing Association;66;0;13;1;3;0;0;0;0;0;0;0;0;12;63;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=138;"{""coordinates"": [-123.11596251, 49.26801477], ""type"": ""Point""}"
144;Hugh Bird Residence;420 E Cordova;Completed;1981;Metro Vancouver Housing Corporation;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=144;"{""coordinates"": [-123.09482718, 49.28193148], ""type"": ""Point""}"
147;Antoinette Lodge;535 E Cordova St;Completed;1976;City of Vancouver;0;78;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;71;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=147;"{""coordinates"": [-123.09262537, 49.28240508], ""type"": ""Point""}"
152;Kinross Creek Co-op;8001 Curate Wynd;Completed;1983;Kinross Creek Co-op Housing Association;60;0;9;0;4;0;0;0;0;0;0;0;0;9;26;26;4;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=152;"{""coordinates"": [-123.02878208, 49.21247171], ""type"": ""Point""}"
153;Cypress Walk;2425 Cypress St;Completed;1976;BC Housing;30;0;2;0;0;0;0;0;0;0;0;0;0;0;29;1;0;2;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=153;"{""coordinates"": [-123.14845684, 49.26444467], ""type"": ""Point""}"
162;Trout Lake Co-op;3274 Findlay St;Completed;1988;Trout Lake Co-op Housing Association;30;0;1;0;0;0;0;0;0;0;0;0;0;1;24;4;2;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=162;"{""coordinates"": [-123.06738984, 49.25527408], ""type"": ""Point""}"
166;Emma G. Co-op;2250 Fraser St;Completed;1984;Emma G. Co-op Housing Association;13;0;4;1;3;1;0;0;0;0;0;0;0;3;8;1;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=166;"{""coordinates"": [-123.08876201, 49.26456896], ""type"": ""Point""}"
167;Happy Manor;551 E Georgia St;Completed;1979;Vancouver Chinese Kung Kao Foundation;0;26;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;25;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=167;"{""coordinates"": [-123.09201049, 49.27867931], ""type"": ""Point""}"
169;David Wetherow Co-op;1529 W 71st Ave;Completed;1985;David Wetherow Co-op Housing Association;25;0;15;5;0;0;0;0;0;0;0;0;0;10;6;17;2;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=169;"{""coordinates"": [-123.14167259, 49.20734942], ""type"": ""Point""}"
170;Lu'Ma Housing (Georgia St);1750 E Georgia St;Completed;1985;Lu'Ma Native Housing Society;21;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;6;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=170;"{""coordinates"": [-123.06934118, 49.27818934], ""type"": ""Point""}"
173;Riverside Landing Co-op;8450 Portside Dr;Completed;1988;Riverside Landing Co-op Housing Association;51;0;6;0;0;0;0;0;0;0;0;0;0;6;12;32;7;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=173;"{""coordinates"": [-123.06053178, 49.2067025], ""type"": ""Point""}"
175;Casa Serena;2610 Grandview Hwy S;Completed;1988;Italian Cultural Centre Housing Society;0;90;0;4;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=175;"{""coordinates"": [-123.05200625, 49.25715479], ""type"": ""Point""}"
179;Vancouver East Co-op;1750 Grant St;Completed;1981;Vancouver East Co-op Housing Association;6;0;5;0;0;0;0;0;0;0;0;0;0;3;6;0;0;2;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=179;"{""coordinates"": [-123.06848813, 49.27102079], ""type"": ""Point""}"
180;Helmcken House;1090 Granville St;Completed;1991;McLaren Housing Society of BC;0;0;32;0;0;0;0;0;0;0;0;0;0;16;0;0;0;16;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=180;"{""coordinates"": [-123.1241591, 49.27810547], ""type"": ""Point""}"
187;City Edge Co-op;3608 SE Marine Dr;Completed;1993;City Edge Co-op Housing Association;70;0;0;0;3;0;0;0;0;0;0;0;0;0;44;23;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=187;"{""coordinates"": [-123.02479866, 49.20740193], ""type"": ""Point""}"
191;Frances Court;1661 Frances St;Completed;1989;Coast Mental Health;0;0;34;0;0;0;0;0;0;0;0;0;0;22;0;0;0;12;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=191;"{""coordinates"": [-123.07120717, 49.27964586], ""type"": ""Point""}"
194;Constance Court;2518 E Hastings St;Completed;1992;Entre Nous Femmes Housing Society;16;14;4;4;0;0;0;0;0;0;0;0;0;14;14;2;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=194;"{""coordinates"": [-123.05409967, 49.28088658], ""type"": ""Point""}"
195;La Cour I;3080 Heather St;Completed;1986;Societe d'Habitation La Verendrye;22;0;1;1;0;0;0;0;0;0;0;0;0;0;18;4;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=195;"{""coordinates"": [-123.11942972, 49.2576848], ""type"": ""Point""}"
197;New Jubilee House;1099 Richards Street;Completed;2016;The 127 Society for Housing;0;31;131;0;0;0;0;4;0;0;0;0;0;49;0;0;0;109;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=197;"{""coordinates"": [-123.12269367, 49.27725478], ""type"": ""Point""}"
203;Columbus Tower;5233 Joyce St;Completed;1970;Columbus Charities;0;81;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=203;"{""coordinates"": [-123.03307907, 49.23748176], ""type"": ""Point""}"
204;Chelsea Green;4210 Kamloops St;Completed;1990;New Chelsea Society;29;0;0;0;0;0;0;0;0;0;0;0;0;0;20;9;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=204;"{""coordinates"": [-123.0536508, 49.24692571], ""type"": ""Point""}"
205;Chau Luen Tower;325 Keefer St;Completed;1972;Chau Luen Kon Sol Society of Vancouver;0;82;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;73;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=205;"{""coordinates"": [-123.09648989, 49.27966994], ""type"": ""Point""}"
207;Lu'Ma Housing (Boundary Rd);5075 Boundary Rd;Completed;1993;Lu'Ma Native Housing Society;14;14;4;4;0;0;0;0;0;0;0;0;0;14;4;10;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=207;"{""coordinates"": [-123.02402887, 49.23848485], ""type"": ""Point""}"
209;Scottish Manor;7101 Kerr St;Completed;1969;Vancouver Kiwanis Senior Citizens Housing Society;0;34;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;30;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=209;"{""coordinates"": [-123.041933, 49.21887003], ""type"": ""Point""}"
211;King Edward Court;2751 W King Edward;Completed;1963;Anglican Homes;0;58;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;50;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=211;"{""coordinates"": [-123.16653193, 49.24842742], ""type"": ""Point""}"
212;Dundee Court Co-op;2898 Kingsway;Completed;1987;Dundee Court Co-op Housing Association;69;0;4;4;0;0;0;0;0;0;0;0;0;0;22;29;18;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=212;"{""coordinates"": [-123.04678992, 49.23580848], ""type"": ""Point""}"
213;Synala Co-op;3090 Kingsway;Completed;1987;Synala Co-op Housing Association;36;0;4;0;2;0;0;0;0;0;0;0;0;4;10;16;8;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=213;"{""coordinates"": [-123.04054032, 49.23510381], ""type"": ""Point""}"
215;Grandview Tower #2;1425 E 3rd Ave;Completed;1990;Baptist Housing Society of B.C.;0;77;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=215;"{""coordinates"": [-123.07464212, 49.26829628], ""type"": ""Point""}"
216;Lu'Ma Housing (Kitchener St);1475 Kitchener St;Completed;1982;Lu'Ma Native Housing Society;15;0;7;0;0;0;0;0;0;0;0;0;0;6;6;9;0;1;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=216;"{""coordinates"": [-123.07429154, 49.27241953], ""type"": ""Point""}"
